Date,Category,Sales,Price,Discount,TrendScore,Stock,Rating,MarketingBudget,Month,Quarter,DayOfWeek,Trend
2025-03-13,T-Shirt,98,1291,40,5.421148983559033,985,4.735696423152551,15922,3,1,3,0
2025-03-13,Sweater,76,860,30,4.914857612534167,956,4.146057997547608,83352,3,1,3,0
2025-03-13,Jacket,150,335,20,3.1336955880059314,201,3.6631799133268412,63650,3,1,3,0
2025-03-13,Pants,151,1290,40,6.332377641687326,642,4.094909188026459,34372,3,1,3,0
2025-03-14,Dress,86,1368,30,2.607471183912875,306,4.064224676344166,18317,3,1,4,0
2025-03-14,T-Shirt,172,373,0,3.62295174971915,911,4.899888001371281,90163,3,1,4,0
2025-03-14,Sweater,99,1108,10,4.172278974361295,720,3.617074292599838,93940,3,1,4,0
2025-03-14,Jacket,144,705,30,6.909597545258162,934,4.532165598875977,17442,3,1,4,0
2025-03-14,Pants,109,1247,0,6.144757509431331,684,4.956761607709938,54330,3,1,4,0
2025-03-15,Dress,97,1245,0,9.611171420577676,920,4.2177362898428274,39571,3,1,5,0
2025-03-15,T-Shirt,97,1203,0,8.22176458460833,618,4.8152719973771845,83082,3,1,5,0
2025-03-15,Sweater,156,724,20,2.0554459259851954,948,3.826226530794467,81693,3,1,5,0
2025-03-15,Jacket,110,1293,40,5.680809438452509,726,3.7095536424378532,95388,3,1,5,0
2025-03-15,Pants,92,180,20,7.414462026626946,172,4.335235566323706,35041,3,1,5,0
2025-03-16,Dress,93,1472,40,6.6093175870581815,175,4.436877867726762,61143,3,1,6,0
2025-03-16,T-Shirt,53,247,0,8.152564066626507,812,3.670907274691978,71686,3,1,6,0
2025-03-16,Sweater,58,1460,10,9.58290805866944,118,3.64982947699641,43345,3,1,6,0
2025-03-16,Jacket,104,561,30,4.828011363464075,343,4.240698343573619,26883,3,1,6,0
2025-03-16,Pants,52,356,30,1.0986932445080253,904,3.7949011952223355,11861,3,1,6,0
2025-03-17,Dress,169,538,0,6.169903815667225,732,4.372981281425538,30287,3,1,0,0
2025-03-17,T-Shirt,138,225,0,9.965321478400046,621,4.646993832843867,28897,3,1,0,0
2025-03-17,Sweater,109,1140,20,5.789529647705629,745,4.25969167815062,49846,3,1,0,0
2025-03-17,Jacket,182,995,40,9.45532798943388,122,4.419861808699007,18869,3,1,0,0
2025-03-17,Pants,196,877,30,2.1277080676549827,919,4.701039201375097,68576,3,1,0,0
2025-03-18,Dress,113,1292,30,4.046324593311799,931,3.928859435592468,45503,3,1,1,0
2025-03-18,T-Shirt,108,1050,30,2.528945876447424,480,4.852196864217061,86080,3,1,1,0
2025-03-18,Sweater,96,609,0,7.135080835231661,655,3.8980137122103997,76988,3,1,1,0
2025-03-18,Jacket,83,1154,40,2.7035457847142137,304,4.166573543451597,20839,3,1,1,0
2025-03-18,Pants,70,257,30,4.99364449670048,234,4.560041570513772,15928,3,1,1,0
2025-03-19,Dress,91,556,30,5.803677826998985,946,3.5052569952965875,53743,3,1,2,0
2025-03-19,T-Shirt,65,1466,10,6.8275698166111365,101,3.8557221098547534,63973,3,1,2,0
2025-03-19,Sweater,52,1091,40,8.950478383441201,276,4.254905672150876,29085,3,1,2,0
2025-03-19,Jacket,191,369,40,9.840381052201266,489,3.7412802472239286,24192,3,1,2,0
2025-03-19,Pants,53,280,0,7.550702812451322,822,4.26723015381325,63618,3,1,2,0
2025-03-20,Dress,175,1444,30,9.097973511033935,412,4.196202780798098,42538,3,1,3,0
2025-03-20,T-Shirt,63,1008,20,9.284987542417504,356,4.910351289309334,37407,3,1,3,0
2025-03-20,Sweater,53,738,10,1.3889232959499849,458,4.423857100499864,90107,3,1,3,0
2025-03-20,Jacket,197,1375,10,3.1297306657017394,377,4.970810456047031,86738,3,1,3,0
2025-03-20,Pants,185,1118,40,8.619796578994105,897,3.771575540708221,48560,3,1,3,0
2025-03-21,Dress,170,424,30,9.794646159354963,130,4.8003103741987685,68594,3,1,4,0
2025-03-21,T-Shirt,152,771,30,5.940448106668074,697,4.148861397505026,69575,3,1,4,0
2025-03-21,Sweater,171,716,10,3.342548774485211,355,4.130806535103314,90488,3,1,4,0
2025-03-21,Jacket,186,1012,0,7.775136290758947,584,4.166216303330179,48007,3,1,4,0
2025-03-21,Pants,82,409,20,6.770075185467814,931,4.050593683566427,56431,3,1,4,0
2025-03-22,Dress,182,737,0,2.5936382972434577,565,3.725322343200389,15367,3,1,5,0
2025-03-22,T-Shirt,75,722,20,3.9634645522607883,505,3.5634034913539017,17651,3,1,5,0
2025-03-22,Sweater,160,1233,20,8.38767974225197,985,4.6948228310697475,46150,3,1,5,0
2025-03-22,Jacket,85,813,0,4.254807949795176,757,4.659722901247235,96269,3,1,5,0
2025-03-22,Pants,77,285,40,3.4187225076079146,987,4.793570576786411,14047,3,1,5,0
2025-03-23,Dress,80,1476,10,3.433765693620193,294,4.759056295306836,55822,3,1,6,0
2025-03-23,T-Shirt,196,497,40,1.0369130538715037,230,3.6485291343427373,89859,3,1,6,0
2025-03-23,Sweater,103,1051,0,3.4694419930367535,945,4.0341345106321205,44116,3,1,6,0
2025-03-23,Jacket,140,1105,20,9.160681353152984,923,4.632780911372391,12084,3,1,6,0
2025-03-23,Pants,161,685,40,5.154932626852738,679,4.142971761168073,68059,3,1,6,0
2025-03-24,Dress,98,693,40,6.7145636418488355,546,3.527299388226579,89166,3,1,0,0
2025-03-24,T-Shirt,94,226,0,3.0071137727069024,448,4.01677100834903,9333,3,1,0,0
2025-03-24,Sweater,73,287,40,6.102093115286359,241,4.31366870911581,45854,3,1,0,0
2025-03-24,Jacket,148,988,10,7.23102548418751,946,4.327742336335378,89816,3,1,0,0
2025-03-24,Pants,175,1404,30,2.5436169788322,245,4.091369562260891,76819,3,1,0,0
2025-03-25,Dress,70,1427,10,6.165228780516363,261,4.1179395198436985,97062,3,1,1,0
2025-03-25,T-Shirt,117,1132,40,8.277472287185109,206,3.59973619276215,61422,3,1,1,0
2025-03-25,Sweater,190,726,20,2.0104548249601866,993,4.2657726400829725,5888,3,1,1,0
2025-03-25,Jacket,136,902,20,1.4070666782819343,968,4.1509349385349,10413,3,1,1,0
2025-03-25,Pants,187,1392,10,5.771974661353901,151,4.464174033778912,54592,3,1,1,0
2025-03-26,Dress,161,845,20,1.891507907943892,344,4.70642164034326,98550,3,1,2,0
2025-03-26,T-Shirt,80,1279,40,6.055799072899511,730,4.151355044917094,23546,3,1,2,0
2025-03-26,Sweater,106,531,40,7.60796505575982,232,4.440165461069346,64204,3,1,2,0
2025-03-26,Jacket,93,867,0,2.0044287950670263,253,4.894022787036487,36236,3,1,2,0
2025-03-26,Pants,103,1350,20,4.549097289101564,753,4.938356907267808,38514,3,1,2,0
2025-03-27,Dress,122,597,30,8.393863439769543,164,4.774963650664393,88187,3,1,3,0
2025-03-27,T-Shirt,64,375,0,4.106836279358058,392,4.034590251797436,88568,3,1,3,0
2025-03-27,Sweater,50,1391,20,6.65275128914292,769,4.475150828975831,90772,3,1,3,0
2025-03-27,Jacket,133,751,20,2.532097291944975,140,4.4473302281629365,22545,3,1,3,0
2025-03-27,Pants,55,391,10,2.887826635102015,908,4.4976161599976425,30358,3,1,3,0
2025-03-28,Dress,194,933,30,3.1503593537007277,109,4.675874764518804,81681,3,1,4,0
2025-03-28,T-Shirt,68,1398,30,6.133385803139412,653,3.664145607253969,18907,3,1,4,0
2025-03-28,Sweater,183,1482,10,2.3111427459643155,641,3.5369955324470164,5169,3,1,4,0
2025-03-28,Jacket,83,1341,0,3.4473658371173856,839,4.962652851650301,66104,3,1,4,0
2025-03-28,Pants,95,195,0,4.58770901360981,360,4.511354842442298,85821,3,1,4,0
2025-03-29,Dress,174,261,0,3.4536745798075494,490,4.593251220683455,68815,3,1,5,0
2025-03-29,T-Shirt,145,896,10,2.9032328804477188,175,4.754010499583525,46911,3,1,5,0
2025-03-29,Sweater,165,1438,20,2.7517062948207047,325,4.575326263395916,41894,3,1,5,0
2025-03-29,Jacket,151,248,20,2.6809957597246306,365,4.938179965910612,45285,3,1,5,0
2025-03-29,Pants,81,237,10,8.651731601757287,558,4.309259860976443,16171,3,1,5,0
2025-03-30,Dress,173,1442,40,2.570019095718483,732,4.4316879486362435,24332,3,1,6,0
2025-03-30,T-Shirt,197,1251,40,9.611995983696696,403,3.533193011632372,47738,3,1,6,0
2025-03-30,Sweater,100,893,20,5.943475073154238,829,3.59363777552377,15728,3,1,6,0
2025-03-30,Jacket,174,1030,10,1.8356057787755846,924,4.472636627556174,75949,3,1,6,0
2025-03-30,Pants,135,262,40,3.1116004030565385,921,4.4506826293175035,67979,3,1,6,0
2025-03-31,Dress,111,1145,40,3.7518353842915397,739,4.621192405222631,81864,3,1,0,0
2025-03-31,T-Shirt,111,1416,10,2.1350446367016995,540,4.831383486078288,69367,3,1,0,0
2025-03-31,Sweater,91,958,20,6.142702537398108,327,3.99367873054641,65482,3,1,0,0
2025-03-31,Jacket,90,248,10,8.490355936052328,555,3.7740422190670744,25967,3,1,0,0
2025-03-31,Pants,155,1154,40,7.694787527993539,411,4.670659459866766,65200,3,1,0,0
2025-04-01,Dress,55,1370,10,8.49570227756129,329,3.583012997825679,65587,4,2,1,0
2025-04-01,T-Shirt,153,344,40,5.85953404499246,963,3.796546832815371,85227,4,2,1,0
2025-04-01,Sweater,131,1123,10,3.347516465235787,670,4.781330514448599,65752,4,2,1,0
2025-04-01,Jacket,64,270,30,3.0769155098231886,885,4.808955031536797,52199,4,2,1,0
2025-04-01,Pants,163,1136,10,4.43296973895048,639,4.809739038784107,42443,4,2,1,0
2025-04-02,Dress,177,482,40,7.637843687935408,605,4.7186037260469735,57652,4,2,2,0
2025-04-02,T-Shirt,168,882,10,3.2243056302726396,994,4.333806644594758,52280,4,2,2,0
2025-04-02,Sweater,57,1359,0,9.094054681165627,805,4.71967668795347,19234,4,2,2,0
2025-04-02,Jacket,98,213,10,2.4464402640235505,973,3.619207498781742,9858,4,2,2,0
2025-04-02,Pants,66,592,40,6.466207451299694,595,4.551169309320855,10364,4,2,2,0
2025-04-03,Dress,83,500,0,9.442253146280207,687,3.764920538861184,63185,4,2,3,0
2025-04-03,T-Shirt,194,199,0,1.0652718521363003,434,3.919492110522479,62371,4,2,3,0
2025-04-03,Sweater,181,1465,0,3.3989510840885826,604,4.541099112283935,47320,4,2,3,0
2025-04-03,Jacket,88,1211,30,4.190897856378953,991,3.682334944277404,59435,4,2,3,0
2025-04-03,Pants,146,458,40,5.134948719565407,344,4.2665790016918645,21708,4,2,3,0
2025-04-04,Dress,62,1239,20,7.2099207671887555,830,4.075940189476068,83059,4,2,4,0
2025-04-04,T-Shirt,179,367,0,6.042080081784364,843,4.902614923970703,83412,4,2,4,0
2025-04-04,Sweater,185,1066,40,4.521995528195734,452,4.082041427512271,41775,4,2,4,0
2025-04-04,Jacket,163,851,0,4.545396807816224,821,4.621618731398942,96640,4,2,4,0
2025-04-04,Pants,81,797,40,8.360409924284106,242,4.747153428939066,46908,4,2,4,0
2025-04-05,Dress,93,181,30,3.2832486557966076,590,3.7579556027653145,41881,4,2,5,0
2025-04-05,T-Shirt,152,821,30,3.628410022881236,854,3.541239334447662,18181,4,2,5,0
2025-04-05,Sweater,148,388,40,6.920005665143607,116,3.8125778048846777,17939,4,2,5,0
2025-04-05,Jacket,193,409,0,3.703269012140023,273,4.198447882338705,27942,4,2,5,0
2025-04-05,Pants,152,941,0,1.2409352713281505,764,4.814456634438737,14297,4,2,5,0
2025-04-06,Dress,55,1240,20,6.550410976904214,689,4.3694591833010294,99891,4,2,6,0
2025-04-06,T-Shirt,112,963,20,3.1358274480527637,428,4.784142998354575,20076,4,2,6,0
2025-04-06,Sweater,112,1470,40,8.844226527290346,871,4.06382593219351,31245,4,2,6,0
2025-04-06,Jacket,131,1060,20,3.033880890953432,346,4.258498614626568,52427,4,2,6,0
2025-04-06,Pants,159,1074,10,5.965757946455962,382,4.530914917580647,70958,4,2,6,0
2025-04-07,Dress,93,185,20,2.7489892894638452,823,4.595813947244869,96352,4,2,0,0
2025-04-07,T-Shirt,147,680,0,3.31607789370579,675,3.5586872072295797,5079,4,2,0,0
2025-04-07,Sweater,100,763,10,7.038450151864355,522,4.79204407843485,86785,4,2,0,0
2025-04-07,Jacket,196,725,30,3.859574919558758,417,4.872877826046137,95153,4,2,0,0
2025-04-07,Pants,166,230,10,4.513809935745026,376,4.751383255377758,64185,4,2,0,0
2025-04-08,Dress,170,1307,10,1.4839921479974683,470,4.833717442993678,35493,4,2,1,0
2025-04-08,T-Shirt,156,1353,40,2.181581839743753,996,4.789040337129232,46410,4,2,1,0
2025-04-08,Sweater,179,1229,40,5.84427471710289,181,4.592541954105084,43549,4,2,1,0
2025-04-08,Jacket,154,432,40,2.7002247079032586,976,4.428697326305124,47139,4,2,1,0
2025-04-08,Pants,169,617,0,4.207760696420088,953,3.974226037667493,77043,4,2,1,0
2025-04-09,Dress,124,615,30,9.45836368690488,847,3.717849303614516,97662,4,2,2,0
2025-04-09,T-Shirt,76,736,30,8.026461961358702,350,3.6494912372742694,24195,4,2,2,0
2025-04-09,Sweater,151,841,40,2.1990407318591796,581,4.660887585208323,80265,4,2,2,0
2025-04-09,Jacket,114,439,0,2.527420747554196,574,3.8556974035749842,60467,4,2,2,0
2025-04-09,Pants,116,467,30,9.28350848350033,954,3.734265995661481,53245,4,2,2,0
2025-04-10,Dress,55,992,20,3.1910861077458916,862,3.5861352191033675,63204,4,2,3,0
2025-04-10,T-Shirt,87,790,0,9.180187340263426,694,3.527651314551113,28694,4,2,3,0
2025-04-10,Sweater,80,426,20,3.221640147684262,390,4.134521669362644,15895,4,2,3,0
2025-04-10,Jacket,94,976,10,2.2020243927713516,575,4.300219622403997,81064,4,2,3,0
2025-04-10,Pants,70,465,30,1.3020326348252602,332,3.711349457109689,48881,4,2,3,0
2025-04-11,Dress,149,363,10,5.085396655686913,929,4.245868220284345,18079,4,2,4,0
2025-04-11,T-Shirt,89,901,30,9.984728401605626,281,4.339680285607088,53821,4,2,4,0
2025-04-11,Sweater,70,1012,30,8.631317460505699,546,4.557525818605233,73458,4,2,4,0
2025-04-11,Jacket,142,1306,20,5.614628232567027,946,4.181093007085071,47730,4,2,4,0
2025-04-11,Pants,83,1233,30,4.197846378928192,847,4.464205263174314,20437,4,2,4,0
2025-04-12,Dress,77,709,40,1.0127639812052391,976,4.387059155002109,67423,4,2,5,0
2025-04-12,T-Shirt,149,1165,40,7.510227505469316,925,3.8026993720132856,40098,4,2,5,0
2025-04-12,Sweater,56,454,40,1.140466929897348,333,4.206855030937471,45122,4,2,5,0
2025-04-12,Jacket,122,669,40,2.476359523687717,490,4.850044355802076,31445,4,2,5,0
2025-04-12,Pants,194,1345,10,4.359355588263419,592,3.58393379062194,68090,4,2,5,0
2025-04-13,Dress,179,992,0,8.645658995734102,758,4.301372634384238,46604,4,2,6,0
2025-04-13,T-Shirt,99,684,10,6.159006618006193,723,3.9364376457769423,49185,4,2,6,0
2025-04-13,Sweater,106,918,30,4.272006644809055,658,3.7528537165881692,21489,4,2,6,0
2025-04-13,Jacket,175,838,40,3.0381822250965542,434,4.633810039006198,74610,4,2,6,0
2025-04-13,Pants,188,704,10,6.038569860255926,954,4.968837458384916,55094,4,2,6,0
2025-04-14,Dress,153,307,20,2.3620713282237973,983,3.966567979626958,15760,4,2,0,0
2025-04-14,T-Shirt,114,208,20,8.083509885913298,245,4.84853559082005,39143,4,2,0,0
2025-04-14,Sweater,107,394,40,2.979320932354368,199,4.266004103654851,54631,4,2,0,0
2025-04-14,Jacket,193,1475,0,4.062027173701528,672,4.337704948595103,96837,4,2,0,0
2025-04-14,Pants,130,1155,10,2.6736690165231862,807,3.703311519636255,66902,4,2,0,0
2025-04-15,Dress,72,466,40,7.120511873694076,810,3.6423980143484274,22833,4,2,1,0
2025-04-15,T-Shirt,190,1389,30,2.916255570438751,197,3.9153525346114066,49261,4,2,1,0
2025-04-15,Sweater,50,192,10,2.3127322060823525,865,3.614588325698059,50874,4,2,1,0
2025-04-15,Jacket,193,1340,40,7.9705369571979405,920,3.5837573313147115,10776,4,2,1,0
2025-04-15,Pants,138,667,40,5.395191582530803,513,4.638145626052816,60430,4,2,1,0
2025-04-16,Dress,62,1158,30,9.044086843089982,358,4.704488026800729,92834,4,2,2,0
2025-04-16,T-Shirt,156,1190,30,8.115935734410497,389,4.889218620905878,84845,4,2,2,0
2025-04-16,Sweater,195,711,0,8.374011616275567,188,3.6271392099129827,9992,4,2,2,0
2025-04-16,Jacket,134,976,0,3.2572371925080676,847,4.9071088950581165,32192,4,2,2,0
2025-04-16,Pants,115,524,30,2.7951279929574344,351,4.372077343004767,33273,4,2,2,0
2025-04-17,Dress,83,971,30,8.183646906173585,861,4.834636722459731,50020,4,2,3,0
2025-04-17,T-Shirt,102,605,20,5.180802261922874,694,3.7616158148246224,87319,4,2,3,0
2025-04-17,Sweater,80,335,30,2.100455674492145,790,4.4790335590113886,46887,4,2,3,0
2025-04-17,Jacket,58,569,40,9.486731704878602,760,4.39848513594654,54531,4,2,3,0
2025-04-17,Pants,159,1400,30,5.218601741393142,353,4.725230039695803,63070,4,2,3,0
2025-04-18,Dress,130,1219,0,4.883004930772094,506,4.944463913546729,94042,4,2,4,0
2025-04-18,T-Shirt,137,1294,20,2.1532153622547163,326,4.97058727904104,6567,4,2,4,0
2025-04-18,Sweater,56,1244,40,7.29086597357037,568,3.7031879223638544,88378,4,2,4,0
2025-04-18,Jacket,160,988,40,6.250738917341117,429,4.117281829151331,58046,4,2,4,0
2025-04-18,Pants,90,1065,0,3.545974648616995,645,4.286428975062127,16226,4,2,4,0
2025-04-19,Dress,68,576,40,3.674054423150577,109,4.827204621440294,47230,4,2,5,0
2025-04-19,T-Shirt,153,1394,40,1.1284402110728013,926,4.427064218122633,64066,4,2,5,0
2025-04-19,Sweater,135,253,40,6.788607551829061,137,4.291280262941314,14524,4,2,5,0
2025-04-19,Jacket,101,150,20,4.113752390263233,739,3.92146585081927,88938,4,2,5,0
2025-04-19,Pants,93,667,30,6.985285855319183,107,3.880259283387522,20029,4,2,5,0
2025-04-20,Dress,161,1153,0,1.1209963958507463,557,3.5266969950814238,30357,4,2,6,0
2025-04-20,T-Shirt,162,1107,20,7.518167081320713,519,4.3294203403668385,29992,4,2,6,0
2025-04-20,Sweater,52,364,20,2.1046604920715843,803,4.079198674740741,52080,4,2,6,0
2025-04-20,Jacket,99,365,40,7.317198117387486,701,4.065489853049952,9353,4,2,6,0
2025-04-20,Pants,196,573,10,3.0773600666900345,289,4.3733013511359315,87092,4,2,6,0
2025-04-21,Dress,165,710,20,5.722222072773427,487,4.001985930686752,22332,4,2,0,0
2025-04-21,T-Shirt,102,773,20,4.0906910242001615,242,3.7147962558203633,42855,4,2,0,0
2025-04-21,Sweater,97,692,40,1.556752819449644,770,4.387174897164537,13463,4,2,0,0
2025-04-21,Jacket,74,471,0,6.5466261122901495,982,4.00537075488719,30407,4,2,0,0
2025-04-21,Pants,138,1273,0,8.754693456209926,670,3.8649543145169045,27369,4,2,0,0
2025-04-22,Dress,188,1370,10,9.258698718295392,899,4.9384510192358695,90553,4,2,1,0
2025-04-22,T-Shirt,165,1253,20,7.32609354541073,766,4.956186485853545,58374,4,2,1,0
2025-04-22,Sweater,175,190,20,4.617281682934088,696,4.044408168838007,37022,4,2,1,0
2025-04-22,Jacket,82,1449,0,9.772632496914541,623,4.169055991501294,97558,4,2,1,0
2025-04-22,Pants,100,1264,40,5.683678882143388,319,4.8486831509907065,14941,4,2,1,0
2025-04-23,Dress,195,382,20,2.757402416719486,825,4.412576325224788,35268,4,2,2,0
2025-04-23,T-Shirt,156,739,10,4.570758332196416,824,3.887759378221718,45478,4,2,2,0
2025-04-23,Sweater,83,1134,20,8.57445608492654,491,3.6789493709027186,18570,4,2,2,0
2025-04-23,Jacket,141,1083,20,3.408143872403987,600,4.793026574195025,98375,4,2,2,0
2025-04-23,Pants,117,159,30,9.194244635541557,861,3.634217574473626,56761,4,2,2,0
2025-04-24,Dress,89,246,40,5.506269650157789,582,4.971376592268248,84852,4,2,3,0
2025-04-24,T-Shirt,160,914,0,3.3892590249788404,748,4.360583822551364,92562,4,2,3,0
2025-04-24,Sweater,120,820,10,2.3433570728992557,529,4.3624559410950825,15372,4,2,3,0
2025-04-24,Jacket,110,428,0,5.171299581076011,260,4.234173798028309,40268,4,2,3,0
2025-04-24,Pants,170,1000,10,2.7169673681504767,156,4.361554586358521,23632,4,2,3,0
2025-04-25,Dress,118,976,10,1.1357922718962543,196,3.5389734405886704,23460,4,2,4,0
2025-04-25,T-Shirt,172,222,20,4.0406849712577335,848,3.665621592011667,84472,4,2,4,0
2025-04-25,Sweater,72,570,0,4.459680378236664,400,4.323015312724095,15886,4,2,4,0
2025-04-25,Jacket,71,282,40,8.402824170221246,116,3.72005086375049,60942,4,2,4,0
2025-04-25,Pants,167,967,30,5.62893831018873,727,4.3247078890590425,28212,4,2,4,0
2025-04-26,Dress,137,598,40,2.6186333356827927,229,4.410986888386589,18105,4,2,5,0
2025-04-26,T-Shirt,160,1097,30,3.881871857394614,310,4.445393792126121,63397,4,2,5,0
2025-04-26,Sweater,114,1197,20,2.9328345996622485,717,3.8753106607675747,83565,4,2,5,0
2025-04-26,Jacket,126,729,40,1.1789191782755237,964,3.561962212882197,19847,4,2,5,0
2025-04-26,Pants,137,199,30,5.356412883643412,878,4.344053008056601,43664,4,2,5,0
2025-04-27,Dress,179,1058,10,3.6136982992802187,941,4.674476974364044,66829,4,2,6,0
2025-04-27,T-Shirt,136,922,10,3.244170798160318,782,3.7789281470012073,33820,4,2,6,0
2025-04-27,Sweater,173,960,30,4.798212093727185,379,4.313053078259177,55325,4,2,6,0
2025-04-27,Jacket,132,1218,10,1.5698732227508885,160,3.7631169374831166,69544,4,2,6,0
2025-04-27,Pants,92,564,20,6.814092618520291,594,3.70007674031426,82223,4,2,6,0
2025-04-28,Dress,138,1382,40,5.44530380904591,505,3.5432020558540005,27480,4,2,0,0
2025-04-28,T-Shirt,127,1062,10,7.3434174885164465,961,4.054949741608804,28119,4,2,0,0
2025-04-28,Sweater,87,1163,30,8.98095257688184,807,4.557783468376032,23201,4,2,0,0
2025-04-28,Jacket,150,574,20,5.687498858028151,819,4.490003906861899,79676,4,2,0,0
2025-04-28,Pants,192,623,0,9.33878596689193,310,4.8093099286506895,54047,4,2,0,0
2025-04-29,Dress,107,1246,30,3.881125446352401,172,4.82087366468145,90490,4,2,1,0
2025-04-29,T-Shirt,147,1407,20,7.301437228658215,471,3.6388641005781484,87593,4,2,1,0
2025-04-29,Sweater,194,1254,10,5.254362087726602,142,3.5203723818481545,83711,4,2,1,0
2025-04-29,Jacket,118,205,30,1.2738008295395582,666,4.666637381349478,77427,4,2,1,0
2025-04-29,Pants,64,226,0,6.2772772719065735,539,3.5597586362570897,96190,4,2,1,0
2025-04-30,Dress,101,665,20,9.810476309632397,476,4.020750259511439,41317,4,2,2,0
2025-04-30,T-Shirt,152,1180,30,5.130248718688618,519,3.944231702395787,27064,4,2,2,0
2025-04-30,Sweater,145,720,0,5.464873957663606,647,4.720014993567663,91826,4,2,2,0
2025-04-30,Jacket,148,1377,0,6.547329380211242,708,4.5859930762171075,70836,4,2,2,0
2025-04-30,Pants,137,678,30,7.900280414501342,762,3.8554000237576176,90837,4,2,2,0
2025-05-01,Dress,336,840,40,7.316699595855582,922,4.93568629352834,70435,5,2,3,1
2025-05-01,T-Shirt,274,1091,20,2.232971457570707,102,3.7347618486206846,70560,5,2,3,1
2025-05-01,Sweater,124,658,0,4.696384563130044,222,4.162260114933757,29248,5,2,3,0
2025-05-01,Jacket,132,695,10,7.193504057940269,329,3.9815201658929507,40732,5,2,3,0
2025-05-01,Pants,80,304,40,9.052426942800516,338,4.643370147525072,96049,5,2,3,0
2025-05-02,Dress,197,1213,40,5.1952703316203275,359,4.832647557716144,9271,5,2,4,0
2025-05-02,T-Shirt,207,1080,30,1.3622029355732561,630,3.763082877829916,25760,5,2,4,1
2025-05-02,Sweater,176,1231,0,5.803987543615339,815,4.725690923255217,34607,5,2,4,0
2025-05-02,Jacket,125,987,30,3.497850875295718,475,3.6229531663902357,28238,5,2,4,0
2025-05-02,Pants,136,389,20,5.867310542341918,660,4.594530208691458,77022,5,2,4,0
2025-05-03,Dress,226,328,0,3.739991040913366,220,4.078821101289449,97556,5,2,5,1
2025-05-03,T-Shirt,265,988,0,2.7364099266351576,986,4.259358899895737,20935,5,2,5,1
2025-05-03,Sweater,92,909,10,6.120730303851169,599,4.454816732865086,43912,5,2,5,0
2025-05-03,Jacket,90,631,10,7.204049399800745,609,4.032595994247326,47124,5,2,5,0
2025-05-03,Pants,120,286,30,8.482517569603711,762,3.518963902100028,59681,5,2,5,0
2025-05-04,Dress,143,1029,10,5.802720681133383,166,4.251849090017612,14529,5,2,6,0
2025-05-04,T-Shirt,272,264,0,1.7569908937871714,883,4.150963773680442,57492,5,2,6,1
2025-05-04,Sweater,129,1472,10,8.968665906401776,770,3.839830772789437,37228,5,2,6,0
2025-05-04,Jacket,122,709,10,4.942286048210227,587,3.5295339679636264,43333,5,2,6,0
2025-05-04,Pants,133,761,30,8.901474075996454,891,4.066828461159086,52219,5,2,6,0
2025-05-05,Dress,293,275,0,4.6975885973281875,763,3.9452780514199777,14182,5,2,0,1
2025-05-05,T-Shirt,304,782,0,3.760017672818048,617,4.67813163897179,75560,5,2,0,1
2025-05-05,Sweater,165,1181,10,9.086009807297646,979,3.774331476344829,33975,5,2,0,0
2025-05-05,Jacket,137,1183,30,7.486032909242189,263,3.7795002145166112,87915,5,2,0,0
2025-05-05,Pants,193,167,20,1.5007669541896413,347,4.1421920760652124,55500,5,2,0,0
2025-05-06,Dress,190,353,40,1.198352833008708,950,4.928087627445816,45426,5,2,1,0
2025-05-06,T-Shirt,276,971,0,3.321737556929187,866,4.654400226942098,42499,5,2,1,1
2025-05-06,Sweater,145,256,40,5.708602088555506,797,4.737558365935042,60361,5,2,1,0
2025-05-06,Jacket,60,1065,40,1.3206681585112539,148,4.491342580908392,14895,5,2,1,0
2025-05-06,Pants,56,1306,10,8.465708489506792,490,4.721761952195797,14136,5,2,1,0
2025-05-07,Dress,172,1387,20,8.279407899845154,659,3.6311490462404636,80974,5,2,2,0
2025-05-07,T-Shirt,365,258,20,2.0518424759836167,651,3.547422516906863,72695,5,2,2,1
2025-05-07,Sweater,88,1362,30,3.732882811638409,673,3.5946127615144503,92685,5,2,2,0
2025-05-07,Jacket,171,359,0,1.7086003143713349,337,4.15669929691216,70471,5,2,2,0
2025-05-07,Pants,189,649,40,3.0228421389293754,691,3.586997981685543,14327,5,2,2,0
2025-05-08,Dress,278,1263,40,9.723179174122341,237,4.335451300640672,72160,5,2,3,1
2025-05-08,T-Shirt,220,323,10,4.4251834724029635,160,3.513299417200435,18372,5,2,3,1
2025-05-08,Sweater,100,673,40,5.429489552696852,677,4.845944882799942,69934,5,2,3,0
2025-05-08,Jacket,164,1379,0,4.181934003071095,787,4.149126303666499,22130,5,2,3,0
2025-05-08,Pants,62,633,10,4.13828105825473,968,4.978184106507017,18785,5,2,3,0
2025-05-09,Dress,250,181,0,2.5252003799959555,809,3.7565901388000276,82614,5,2,4,1
2025-05-09,T-Shirt,225,1161,10,6.4184830563434065,465,3.5641749214756913,68294,5,2,4,1
2025-05-09,Sweater,121,1271,0,3.1901724463023884,224,4.9895280188184685,62103,5,2,4,0
2025-05-09,Jacket,182,306,40,6.265899086904875,121,4.650085794431302,63786,5,2,4,0
2025-05-09,Pants,109,920,10,1.6977827044825529,101,4.960068793662676,81942,5,2,4,0
2025-05-10,Dress,309,1109,0,6.056180673959242,978,4.117847446414904,89834,5,2,5,1
